Name,Company,Title,Industry,Company Size,Email,Website,Page Views,Downloads,Webinar Attended,Intent Score,Converted
James Davis,"Jenkins, Jenkins and Rivas",CEO,Healthcare,Mid-Market,adamjones@hernandez-baker.com,https://kelly.com/,9,2,0,33,0
Bryce Bowman,Norton-Chaney,CTO,Retail,Small Business,caitlin66@lucero.org,http://www.benson.info/,13,3,0,58,0
Wesley Fox,Bauer-Brewer,Product Manager,Healthcare,Mid-Market,darrellhernandez@hotmail.com,https://oconnell.org/,15,3,0,55,0
Alicia Harrison,"Camacho, Walsh and Ochoa",HR Manager,Energy,Mid-Market,ashleyescobar@avila-hill.com,http://davidson.net/,12,3,1,79,1
Tim Fields,Martin Inc,Sales Director,Energy,Small Business,jamie36@cole.com,https://rodriguez-strong.net/,6,3,0,38,0
Kristine Barnett,Oliver-Huang,Sales Director,Retail,Small Business,omartin@gmail.com,http://www.george-boone.com/,5,3,0,35,0
Ruben Rodriguez,Barrett-Wright,CTO,Retail,Small Business,bentleykathy@hotmail.com,http://fischer-hampton.com/,8,2,0,36,0
Tamara Fuller,Camacho-Lewis,CEO,Education,Small Business,nancy50@wells-hill.com,https://kirby-carson.com/,9,2,0,42,0
Todd Ford,Johnson PLC,CTO,Technology,Mid-Market,raymond15@hotmail.com,https://www.allen.com/,8,5,0,68,1
Aimee Collins,Mitchell-White,CTO,Education,Mid-Market,qvalencia@cunningham-graham.com,http://brown-mcdowell.com/,9,1,0,31,0
Charles Mercado,Martinez-Sharp,HR Manager,Education,Mid-Market,danny73@yahoo.com,http://www.valenzuela.org/,8,0,0,19,0
Faith Delacruz,Bradley and Sons,CEO,Retail,Small Business,brianbrewer@saunders.com,http://smith-herring.biz/,11,4,0,57,0
Jonathan Parsons,Hayden LLC,CEO,Energy,Enterprise,sonyalarsen@hotmail.com,http://www.thomas-johnson.org/,11,2,0,42,0
Alexander Turner,Walker PLC,CEO,Healthcare,Mid-Market,jeffrey36@yahoo.com,http://parker.com/,7,1,0,26,0
Jason Berger,Jones Inc,Data Analyst,Finance,Small Business,ashley13@allison-casey.com,http://www.frank.com/,8,1,0,23,0
Joshua Martinez,Price-Wilson,Sales Director,Education,Mid-Market,brownjonathan@austin-johnson.com,https://snyder.com/,7,2,0,32,0
Joshua Miller,Lam-Carter,CTO,Retail,Small Business,davidsonashley@reed.com,https://www.evans.com/,4,2,0,30,0
Vincent Brown,Jenkins PLC,CEO,Education,Mid-Market,grayjasmine@yahoo.com,https://www.wallace.com/,13,2,1,71,1
Patrick Bradley,Smith Group,Marketing Manager,Retail,Mid-Market,markturner@williams.com,http://meyer.org/,8,0,0,12,0
Tammy Coleman,"Price, Thomas and Wilson",Product Manager,Technology,Mid-Market,bensonwilliam@gmail.com,https://ryan.org/,10,1,0,33,0
Francisco Wade,Smith-Page,Marketing Manager,Manufacturing,Small Business,johnnysnyder@hotmail.com,http://trevino-murray.com/,5,1,0,25,0
Jennifer James,"Dixon, Chapman and Howard",Marketing Manager,Education,Small Business,flee@daugherty-thomas.com,http://kaufman.com/,12,7,0,99,1
James Ruiz,"Harmon, Davis and Bonilla",Data Analyst,Finance,Enterprise,kimryan@yahoo.com,https://wright.info/,8,1,0,30,0
Timothy Clark,Nash PLC,Marketing Manager,Education,Enterprise,jasonmorris@hotmail.com,http://robles-lee.net/,7,3,0,46,0
Adam Goodman,"Lewis, Rivera and Simpson",Sales Director,Technology,Mid-Market,jenniferclark@turner.net,https://www.walters-chavez.org/,8,2,0,37,0
Samantha Daniel,Austin LLC,Data Analyst,Manufacturing,Mid-Market,kevinvargas@gmail.com,http://brown.biz/,10,4,0,62,0
Ronald Moon,Aguilar-Sharp,Sales Director,Technology,Small Business,beckalexandra@gmail.com,https://ware-miller.biz/,17,0,0,32,0
Barry Hall,Burton-Church,HR Manager,Manufacturing,Small Business,bradyadam@gmail.com,http://www.knapp.com/,7,3,0,44,0
Amanda Mills,"Mcintyre, Campbell and Powell",HR Manager,Education,Small Business,loridickerson@yahoo.com,http://www.burns.com/,11,2,0,41,0
Jeffrey Garrett,Dickson PLC,HR Manager,Manufacturing,Small Business,kathy77@lopez.com,http://www.smith-coleman.com/,7,1,0,23,0
Jennifer Wall,Gomez and Sons,CEO,Finance,Enterprise,alexis79@yahoo.com,http://www.james.com/,8,3,0,51,0
Jennifer Kirby,Barnes-Griffin,Marketing Manager,Energy,Enterprise,paul01@yahoo.com,https://www.trujillo.info/,17,1,0,42,0
James Hill,"Thomas, Robinson and Carr",Sales Director,Manufacturing,Small Business,nicholas91@bennett.com,https://www.daniels-bryant.info/,9,1,0,27,0
Donna Campbell,Wallace-Wagner,Marketing Manager,Technology,Mid-Market,stephen74@yahoo.com,https://osborn.com/,15,3,0,64,1
Monica Stein,Morrison-Wallace,CEO,Manufacturing,Small Business,kevin87@gmail.com,https://johnson-schneider.com/,14,0,0,23,0
Wesley Jenkins,Jones LLC,CEO,Manufacturing,Small Business,oreese@allen-jordan.info,http://www.montes-henson.net/,14,1,1,64,1
Aaron Gordon,"Williams, Brooks and Tate",CEO,Energy,Small Business,shepardbenjamin@gmail.com,http://www.larson.com/,9,0,0,23,0
Henry Burgess,"Vargas, Miller and Stewart",Product Manager,Finance,Small Business,jasongiles@delacruz.biz,https://anderson.com/,8,2,1,64,1
Lucas Myers,"Smith, Smith and Nguyen",Marketing Manager,Retail,Mid-Market,amanda20@garcia.com,http://fuller.com/,9,3,0,45,0
Erik Williams,Garcia LLC,CEO,Retail,Enterprise,lopezdesiree@gmail.com,http://weber.com/,9,4,0,60,0
Brianna Vaughn,Scott-Middleton,Product Manager,Retail,Mid-Market,raymond18@hotmail.com,http://rodriguez.biz/,9,2,0,43,0
Sara Ellis,Pollard-Harris,Marketing Manager,Education,Mid-Market,emora@clarke.org,https://dunn.com/,8,1,0,21,0
Anne Nguyen,"Banks, Mitchell and Fisher",HR Manager,Retail,Mid-Market,fblankenship@gibson.net,https://www.novak.com/,8,0,0,13,0
Ricky Maldonado,"Wright, Johnson and Washington",CTO,Manufacturing,Mid-Market,harrisondaniel@gmail.com,https://chapman.com/,9,0,0,14,0
Samantha Bauer,"Howard, Mcneil and Anderson",Marketing Manager,Technology,Mid-Market,tinaparks@gmail.com,http://www.stout.com/,7,2,0,30,0
Tina Hardy,"Pugh, Garcia and Ferguson",CEO,Healthcare,Small Business,mckinneyamy@fuller.biz,http://www.rocha.com/,11,2,0,46,0
Maureen Garcia,Barajas-Nguyen,HR Manager,Healthcare,Small Business,jacquelineellis@reyes.com,https://www.norman-howard.com/,16,0,0,37,0
Christopher Cordova,"Armstrong, Waters and Downs",Data Analyst,Retail,Small Business,gsmith@kelly.info,http://murphy-lucas.com/,11,0,0,19,0
Dr. Glenn Arias III,Neal LLC,Data Analyst,Manufacturing,Small Business,katrinajohnson@rose-anderson.biz,http://cook.com/,6,5,1,88,0
Jeffrey Campbell,"Willis, Trevino and Bowen",HR Manager,Finance,Enterprise,leemary@gmail.com,http://www.sanchez.com/,7,0,0,19,0
Rebecca Hood,Vega LLC,CTO,Finance,Enterprise,kbruce@yahoo.com,https://watkins.com/,7,1,0,21,0
Veronica Dawson,Davis-Smith,CTO,Technology,Enterprise,hendrixbryan@hotmail.com,http://hernandez-martinez.info/,9,1,0,26,0
Tracy Nelson,Jackson Ltd,CTO,Finance,Small Business,catherine22@gmail.com,http://wiggins-perry.biz/,9,2,0,38,0
Justin Stuart,Whitehead-Adams,CTO,Retail,Enterprise,longsharon@evans-adams.com,http://austin.info/,6,1,0,25,0
Katie Williams,Alexander-Gordon,Product Manager,Retail,Small Business,michael26@hotmail.com,https://moody-payne.com/,7,2,0,39,0
Jason Martin,Sims-Mosley,Data Analyst,Healthcare,Small Business,hughesmatthew@hotmail.com,http://www.fisher.info/,13,2,0,44,0
Christine Campos,Alexander-Merritt,CTO,Education,Small Business,kellylee@hotmail.com,http://www.hensley-morris.com/,17,4,0,79,1
Stephanie Cisneros,Clark-Petersen,Sales Director,Retail,Mid-Market,angelacopeland@gmail.com,https://schmidt.com/,11,3,0,51,0
Alexis Mcdonald,"Williams, Becker and Williams",Marketing Manager,Technology,Small Business,bergerwhitney@gmail.com,https://www.watson.net/,13,2,0,41,0
Jesse Smith,"Jones, Young and Turner",Data Analyst,Finance,Mid-Market,tiffanymarquez@hawkins-kelley.info,https://dominguez-miller.com/,8,0,0,16,0
Teresa Taylor,Wright PLC,CEO,Retail,Small Business,johnsonvalerie@yahoo.com,https://www.hernandez.com/,11,2,0,43,0
Anthony Snyder,Briggs-Gilmore,Data Analyst,Manufacturing,Mid-Market,utapia@gmail.com,https://diaz.biz/,7,1,1,46,0
Charles Snyder,"Sheppard, Collins and Pearson",Data Analyst,Healthcare,Small Business,staceyhammond@gmail.com,https://www.mullins-garrett.info/,12,3,0,50,0
Scott Sanders,Pearson Group,CEO,Finance,Enterprise,trujilloelizabeth@davis-rogers.net,http://dean.biz/,10,3,0,50,0
Matthew Zhang,Patterson PLC,HR Manager,Manufacturing,Small Business,teresacortez@davis-myers.com,http://dixon.biz/,15,2,0,49,0
David Simpson,"Collins, Brown and Decker",CTO,Energy,Mid-Market,johnmiller@yahoo.com,https://www.hamilton.com/,12,2,1,67,1
Rodney Cunningham,"Arnold, Nolan and Holt",CEO,Education,Mid-Market,larajessica@gmail.com,https://www.howard-rodriguez.com/,11,3,0,51,0
James Lynch,Lawson-Kennedy,Data Analyst,Energy,Enterprise,collinschad@yahoo.com,http://green.com/,10,2,0,40,0
Elizabeth Dixon,Jones-Simpson,Sales Director,Finance,Enterprise,josephhenderson@gmail.com,http://www.mitchell.biz/,12,1,0,37,0
Susan Rhodes,Cohen-Carrillo,Sales Director,Manufacturing,Small Business,reesedustin@burton-fletcher.org,http://erickson.com/,15,1,0,37,0
Jeremy Coleman,Sanchez-Wright,Data Analyst,Technology,Mid-Market,colejulie@johnson.com,https://www.reynolds-henderson.com/,6,2,0,29,0
Alexander Dennis,Blackwell and Sons,Data Analyst,Healthcare,Enterprise,james23@gmail.com,https://hammond.com/,9,1,0,24,0
Rachel Miranda,"Vaughn, Fox and Simmons",Data Analyst,Healthcare,Enterprise,hectorbanks@gmail.com,https://www.martin-murphy.com/,8,1,0,28,0
Debra Ellis,Luna-Davis,Product Manager,Healthcare,Mid-Market,rjohnson@cox-armstrong.info,http://www.jordan-rodriguez.com/,5,1,0,18,0
Anthony Acosta,Brooks Group,Product Manager,Finance,Small Business,wanda74@perez.org,https://www.hernandez.info/,10,0,0,22,0
Jaime Phelps,Larsen and Sons,Marketing Manager,Technology,Small Business,pottsadam@hotmail.com,http://www.glenn.biz/,9,2,0,41,0
Clinton Caldwell,"Stanley, Newton and Schmidt",HR Manager,Healthcare,Enterprise,stevengonzalez@hotmail.com,http://www.griffith.net/,6,0,0,9,0
Patricia Edwards,Floyd Inc,Product Manager,Healthcare,Small Business,franklawrence@mcintyre.biz,https://www.montoya.com/,6,0,0,7,0
Jennifer Smith,Leonard-White,Sales Director,Manufacturing,Mid-Market,dawsonjean@gmail.com,https://www.hall-lee.com/,15,2,0,46,0
Peter Hall,Harris LLC,Marketing Manager,Retail,Small Business,austin77@yahoo.com,http://anderson-petersen.com/,18,2,0,57,0
Bobby Tucker,Thomas LLC,Marketing Manager,Retail,Enterprise,imiller@yahoo.com,http://long.com/,12,1,0,35,0
William Olson,Johnson-Wood,CTO,Energy,Enterprise,timothy62@mann.com,https://www.reese.org/,5,1,0,20,0
Timothy Smith,Rojas-Hunt,CTO,Manufacturing,Small Business,brian25@gmail.com,https://www.reid.com/,10,1,0,34,0
Yolanda Williams,Roberts Ltd,Data Analyst,Manufacturing,Enterprise,laurenchristian@lopez.com,http://rodriguez.com/,11,2,0,41,0
Carol Hardin,Olson PLC,Marketing Manager,Energy,Enterprise,fwagner@mendoza.info,http://wiley.info/,10,2,0,44,0
Bruce Jones,Schaefer-Griffin,CTO,Technology,Small Business,trevor59@hotmail.com,http://hicks.net/,14,1,0,41,0
Robert Myers,"Wood, Coleman and Parrish",Marketing Manager,Education,Enterprise,shawnpayne@garcia-kemp.org,https://www.lopez-fisher.com/,10,5,1,95,1
Andrew Caldwell,"Boyd, Watkins and Nguyen",Data Analyst,Education,Small Business,stephensvickie@hotmail.com,http://www.martinez.info/,11,3,0,53,0
Debra Taylor,"Donaldson, Blackwell and Berry",Product Manager,Technology,Small Business,christopher56@nguyen.com,https://www.sanchez.com/,8,2,0,37,0
James Osborne,Thornton-Cruz,Sales Director,Technology,Enterprise,leelaura@hotmail.com,http://www.porter-alexander.biz/,10,2,1,60,0
Christine Fuller,Leon Ltd,Marketing Manager,Finance,Small Business,kimgibson@ferguson-gonzalez.com,http://valencia-washington.net/,9,0,0,13,0
Colleen Lane,Lyons Ltd,CTO,Technology,Small Business,fdavis@gmail.com,https://bryan-white.com/,11,1,0,31,0
Sarah Stevens,Adams Ltd,Product Manager,Energy,Enterprise,christina43@watts.com,http://chavez-owen.com/,11,0,1,42,0
Beth Cooper,"Nguyen, Hall and Black",HR Manager,Finance,Mid-Market,lbradley@smith-perry.biz,https://www.fisher.com/,5,2,0,28,0
Robert Barrett,"Smith, Diaz and Thomas",HR Manager,Education,Enterprise,elizabethbush@serrano.com,http://ramos.com/,8,1,0,26,0
James Myers,"Kim, Coleman and Browning",CEO,Technology,Mid-Market,lauriehunter@hotmail.com,https://www.rice-yu.info/,10,4,1,86,0
Brenda Wilkins,Coleman-Watkins,Product Manager,Retail,Mid-Market,cherylmorris@hernandez.net,http://vaughn.net/,11,2,0,44,0
Shannon Hughes,Simon-Lam,Sales Director,Finance,Enterprise,sarah39@yang-calderon.com,http://anderson.net/,14,4,0,73,1
Shannon Hodges,Simpson-Hart,Marketing Manager,Retail,Mid-Market,woodstyrone@hotmail.com,http://hall-williams.net/,8,4,0,59,0
Brent Flores,"Wells, Watts and Ruiz",CTO,Finance,Small Business,courtney41@garcia-hutchinson.com,http://www.gonzalez.com/,13,1,0,40,0
Samuel Oconnell,"Sawyer, Lopez and Cardenas",CTO,Energy,Mid-Market,jessicahicks@lawrence-dominguez.biz,http://www.english.com/,10,1,0,27,0
Brenda Guerra,Rodriguez-Wallace,CEO,Manufacturing,Small Business,xgonzalez@hotmail.com,http://gardner.org/,13,1,0,41,0
Tammy Delacruz,"King, Price and Lucero",Sales Director,Retail,Small Business,ethan98@ross.info,https://vaughn.com/,8,2,0,37,0
Heidi Potts,"Foster, Oliver and Walter",HR Manager,Finance,Mid-Market,danagarcia@davis-williams.com,https://www.cruz.com/,14,0,0,28,0
James Lopez,Walker Inc,CTO,Manufacturing,Enterprise,whitney34@gmail.com,http://lopez.com/,9,2,0,39,0
Mary Hahn,Medina LLC,HR Manager,Technology,Enterprise,mccartyamanda@kent-hurley.net,http://www.garza.com/,8,3,0,48,0
Gregory Humphrey,Aguilar-Rice,CEO,Energy,Small Business,austin12@rios.com,http://drake.com/,7,2,0,39,0
Paige Hall,Smith and Sons,CEO,Finance,Mid-Market,ianpowers@lawrence-garrett.com,https://hamilton.biz/,11,1,0,31,0
David Mcdowell,Williams and Sons,Data Analyst,Education,Mid-Market,terrierickson@yahoo.com,http://www.moreno.com/,11,1,0,30,0
Lisa Maldonado,Mccoy-Hall,Data Analyst,Education,Small Business,charlesdavis@gmail.com,https://www.holder-winters.com/,6,4,0,54,0
Matthew Zimmerman,Montgomery-Pearson,Sales Director,Energy,Small Business,maryross@gmail.com,http://watts.org/,6,2,0,28,0
Christopher Bray,"Camacho, Owens and Foley",CTO,Manufacturing,Mid-Market,bethbrown@monroe.biz,https://www.franklin.com/,9,3,0,51,0
Mary Patterson,Ramos Group,Data Analyst,Manufacturing,Small Business,stephen66@kelley-baker.com,http://simmons-gonzalez.com/,3,2,0,24,0
Bryan Ali,Lopez Group,Data Analyst,Finance,Small Business,gknight@cohen-smith.com,http://murray.com/,12,0,1,51,0
Kevin Turner,Brennan-Smith,Marketing Manager,Finance,Small Business,larry87@leon.com,http://palmer.biz/,12,2,0,43,0
Devon Stephens,Williams-Mendoza,HR Manager,Technology,Enterprise,sfernandez@mitchell.com,https://ortiz-murray.com/,9,1,1,51,0
Jeremy Miller,"Castillo, Martinez and Moon",Marketing Manager,Energy,Enterprise,sharon55@strickland.biz,http://www.johnson-baird.biz/,18,0,0,37,0
Kimberly Lynch,"Austin, Russell and Foster",HR Manager,Healthcare,Small Business,dwilcox@banks.org,https://www.decker-walsh.org/,12,1,1,58,0
Thomas Mcfarland,"Ortiz, Thompson and Tucker",Data Analyst,Manufacturing,Small Business,brandy06@gmail.com,http://jacobs.com/,8,2,0,31,0
Mark Lopez,Anthony-Newton,CTO,Energy,Enterprise,ashleybarrett@brown-lin.com,http://miller-cantu.com/,6,2,0,28,0
Kenneth Lewis,"Butler, Patterson and Miller",Sales Director,Healthcare,Small Business,lisagutierrez@gmail.com,http://morris.com/,9,2,0,34,0
Donna Lucas,Garcia-Ayala,Marketing Manager,Finance,Enterprise,villegasjames@yahoo.com,https://www.morales-gilbert.info/,14,0,0,27,0
Melissa Owens,Stone-Wright,CTO,Healthcare,Small Business,gilesjesse@rodriguez.com,https://www.allen-allen.com/,8,1,0,23,0
Mary Black,Zavala LLC,Sales Director,Retail,Small Business,shannonwilliams@wilson.biz,http://www.moreno.com/,8,1,0,21,0
Michelle Conway,"Perez, Meyers and Wilson",HR Manager,Retail,Small Business,larsonannette@hotmail.com,http://www.boone-barry.info/,5,2,0,30,0
Donald Sharp,Wilson-Sanders,HR Manager,Retail,Mid-Market,timothy43@williams.net,http://beck-boyer.com/,7,0,0,19,0
Amanda Perkins,Hanson-Copeland,Data Analyst,Technology,Enterprise,hullelizabeth@williams-gonzales.org,https://martinez.com/,8,1,0,26,0
Cindy Rice,Sanders LLC,Product Manager,Finance,Enterprise,christopherlivingston@gmail.com,https://www.weaver.info/,11,3,0,51,0
Sarah King,"Pacheco, Robbins and Fisher",Product Manager,Manufacturing,Enterprise,daniel14@harper-rivera.net,https://www.rich.info/,12,1,1,58,0
Ryan Edwards,Krueger and Sons,Marketing Manager,Healthcare,Enterprise,gbrown@sanders.org,http://www.baker-vasquez.com/,10,2,0,44,0
Ronald Newman,Martin Inc,Product Manager,Healthcare,Small Business,kmoore@gmail.com,https://whitaker.info/,9,2,0,39,0
Patty Morales,"Banks, Guzman and Love",Marketing Manager,Education,Enterprise,douglas89@fleming.com,https://beck-reyes.com/,6,2,0,34,0
Christine Johnson,Salinas-Miller,CEO,Technology,Enterprise,bcollins@moore.com,http://rollins-wallace.com/,12,1,0,37,0
Justin Anderson,"Benson, Miller and Mason",Data Analyst,Education,Mid-Market,xmorris@yahoo.com,https://coleman-aguilar.com/,12,1,0,33,0
Cynthia Smith,Garza-Dunn,Data Analyst,Retail,Mid-Market,darrenwillis@rush.net,http://www.miller-dennis.com/,9,5,0,63,1
John Bishop,"Lin, Parks and Fischer",HR Manager,Healthcare,Enterprise,uweiss@hotmail.com,https://jefferson-ferguson.com/,17,3,0,69,1
Jasmine Collins,Lewis-Marshall,Product Manager,Education,Enterprise,belliott@johnson.com,https://www.conley-mcfarland.info/,10,2,0,41,0
Richard Lewis,Branch Inc,CTO,Finance,Small Business,anitamorgan@farrell.com,http://www.dixon.info/,7,4,1,76,1
Gary Harrington,Hall Group,CTO,Healthcare,Enterprise,maldonadodarren@yahoo.com,http://www.fox.com/,8,1,0,22,0
Matthew Ayala,Serrano-Miller,Data Analyst,Finance,Enterprise,kevin73@gmail.com,http://www.palmer-ewing.com/,7,1,1,45,0
Rita Villanueva,"Perry, Smith and Alvarado",CEO,Retail,Enterprise,parkerbrandon@lawrence-banks.com,http://www.williams-williams.com/,13,2,0,45,0
Connie Carlson,White-Lee,Data Analyst,Education,Enterprise,reevesnina@copeland.com,https://dawson.com/,8,0,0,18,0
Crystal Richards,Brown-Knight,CEO,Technology,Enterprise,djones@patterson.net,https://garcia.com/,18,0,0,31,0
Catherine Martinez,"White, Hughes and Henderson",Marketing Manager,Finance,Small Business,lynnjoseph@berry-thompson.com,https://www.bradford.com/,9,3,0,53,0
Scott Gonzalez,"Flores, Gonzales and Griffin",Data Analyst,Technology,Enterprise,isanchez@washington.com,http://hammond.org/,7,4,0,50,0
Samantha White,White PLC,HR Manager,Healthcare,Small Business,jesus38@moran-gibson.biz,https://www.gibson-rivera.biz/,13,3,0,58,0
Kimberly Dorsey,Sanders and Sons,Data Analyst,Education,Small Business,wendy40@hotmail.com,https://www.lawson-williams.net/,18,4,0,74,1
Stacey Brown,Villa Ltd,CEO,Technology,Enterprise,john08@gmail.com,https://www.ross-meyer.com/,9,1,0,23,0
Steve Bell,Murphy LLC,CEO,Retail,Mid-Market,ballkristi@rowe.com,https://www.proctor-cole.com/,13,2,0,51,0
Christie Swanson,"Garrison, Franklin and Barry",Data Analyst,Finance,Small Business,charlottesmith@sims-wagner.com,http://www.walters-hall.net/,11,4,0,66,1
Rachel Christensen,Rivera-Guerra,Sales Director,Energy,Small Business,xcross@wilkerson.biz,https://buck.com/,9,3,0,44,0
Dr. Charlene Wilson,Vargas-Powell,CEO,Manufacturing,Enterprise,ashleewells@hotmail.com,https://murray-ferguson.com/,9,1,1,49,0
Kimberly Coleman,Smith-Lee,CEO,Retail,Enterprise,mcastro@hotmail.com,http://www.jackson.biz/,3,5,0,51,0
Amy West,Santana LLC,CTO,Healthcare,Small Business,patrickholmes@gmail.com,https://www.cardenas-bates.org/,12,1,0,39,0
Deborah Case,Wade Group,Marketing Manager,Technology,Small Business,daniel99@mitchell-brooks.com,https://shah-anderson.com/,10,4,0,55,0
Joel Jones,Brown Group,Data Analyst,Energy,Small Business,arobinson@yahoo.com,https://ramsey-james.org/,11,1,1,56,0
Brian Morales,Curtis PLC,CTO,Retail,Mid-Market,kelli25@gmail.com,http://www.smith-tanner.info/,10,3,0,45,0
Joshua Thompson,"Jenkins, Rios and Williams",Sales Director,Retail,Mid-Market,yward@gmail.com,https://www.white.biz/,8,4,0,53,0
Jeremy Joyce Jr.,"White, Ellis and Austin",HR Manager,Finance,Small Business,rosejames@romero.com,http://www.rodriguez.com/,12,2,1,72,0
